node_id,frame_number,dx_px,dy_px,dist_px
0,1,0.0,0.0,0.0
0,2,0.0,0.0,0.0
0,3,0.0,0.0,0.0
0,4,0.0,0.0,0.0
0,5,0.0,0.0,0.0
0,6,0.0,0.0,0.0
0,7,0.0,0.0,0.0
0,8,0.0,0.0,0.0
0,9,0.0,0.0,0.0
0,10,0.0,0.0,0.0
0,11,0.0,0.0,0.0
0,12,0.0,0.0,0.0
0,13,1.0,0.0,1.0
0,14,1.0,0.0,1.0
0,15,1.0,0.0,1.0
0,16,1.0,1.0,1.4142135623730951
0,17,1.0,2.0,2.23606797749979
0,18,0.0,3.0,3.0
0,19,0.0,4.0,4.0
0,20,1.0,4.0,4.123105625617661
0,21,0.0,5.0,5.0
0,22,0.0,6.0,6.0
0,23,0.0,6.0,6.0
0,24,0.0,6.0,6.0
0,25,0.0,6.0,6.0
0,26,1.0,6.0,6.082762530298219
0,27,1.0,6.0,6.082762530298219
0,28,0.0,7.0,7.0
0,29,0.0,7.0,7.0
0,30,0.0,8.0,8.0
0,31,0.0,8.0,8.0
0,32,-1.0,8.0,8.06225774829855
0,33,1.0,8.0,8.06225774829855
0,34,0.0,9.0,9.0
0,35,0.0,9.0,9.0
0,36,0.0,10.0,10.0
0,37,-2.0,12.0,12.165525060596439
0,38,-2.0,13.0,13.152946437965905
0,39,-3.0,15.0,15.297058540778355
0,40,-3.0,15.0,15.297058540778355
0,41,-4.0,15.0,15.524174696260024
0,42,-4.0,16.0,16.492422502470642
0,43,-3.0,16.0,16.278820596099706
0,44,-3.0,17.0,17.26267650163207
0,45,-2.0,17.0,17.11724276862369
0,46,-2.0,17.0,17.11724276862369
0,47,-2.0,18.0,18.110770276274835
0,48,-1.0,18.0,18.027756377319946
0,49,-1.0,18.0,18.027756377319946
0,50,-1.0,19.0,19.026297590440446
0,51,-1.0,19.0,19.026297590440446
0,52,-1.0,20.0,20.024984394500787
0,53,-1.0,21.0,21.02379604162864
0,54,-1.0,21.0,21.02379604162864
0,55,-1.0,22.0,22.02271554554524
0,56,-1.0,22.0,22.02271554554524
0,57,-1.0,23.0,23.021728866442675
0,58,-1.0,23.0,23.021728866442675
0,59,-1.0,24.0,24.020824298928627
0,60,0.0,24.0,24.0
0,61,1.0,23.0,23.021728866442675
